timestamp	company	status
2026-09-19T09:14:45.496Z	Mistral AI	empty
2026-09-19T09:14:45.496Z	Hugging Face	reachable
2026-09-19T09:14:45.496Z	Satispay	reachable
2026-09-19T09:14:45.496Z	Scalapay	reachable
2026-09-19T09:14:45.496Z	N26	reachable
2026-09-21T10:27:34.285Z	Stripe	reachable
2026-09-21T10:27:34.285Z	Workday	reachable
2026-09-21T10:27:34.285Z	HubSpot	empty
2026-09-21T10:27:34.285Z	Intercom	reachable
2026-09-21T10:27:34.285Z	Adyen	network
2026-09-21T10:27:34.285Z	Elastic	reachable
2026-09-21T10:27:34.285Z	Miro	reachable
2026-09-21T10:27:34.285Z	Anthropic	reachable
2026-09-21T10:27:34.285Z	OpenAI	reachable
2026-09-21T10:27:34.285Z	Mistral AI	empty
2026-09-21T10:27:34.285Z	Hugging Face	reachable
2026-09-21T10:27:34.285Z	Satispay	reachable
2026-09-21T10:27:34.285Z	Scalapay	reachable
2026-09-21T10:27:34.285Z	N26	reachable
2026-09-22T09:41:13.139Z	Stripe	reachable
2026-09-22T09:41:13.139Z	Workday	reachable
2026-09-22T09:41:13.139Z	HubSpot	empty
2026-09-22T09:41:13.139Z	Intercom	reachable
2026-09-22T09:41:13.139Z	Adyen	reachable
2026-09-22T09:41:13.139Z	Elastic	reachable
2026-09-22T09:41:13.139Z	Miro	reachable
2026-09-22T09:41:13.139Z	Anthropic	reachable
2026-09-22T09:41:13.139Z	OpenAI	reachable
2026-09-22T09:41:13.139Z	Mistral AI	empty
2026-09-22T09:41:13.139Z	Hugging Face	reachable
2026-09-22T09:41:13.139Z	Satispay	reachable
2026-09-22T09:41:13.139Z	Scalapay	reachable
2026-09-22T09:41:13.139Z	N26	reachable
2026-09-23T09:48:26.465Z	Stripe	reachable
2026-09-23T09:48:26.465Z	Workday	reachable
2026-09-23T09:48:26.465Z	HubSpot	empty
2026-09-23T09:48:26.465Z	Intercom	reachable
2026-09-23T09:48:26.465Z	Adyen	reachable
2026-09-23T09:48:26.465Z	Elastic	reachable
2026-09-23T09:48:26.465Z	Miro	reachable
2026-09-23T09:48:26.465Z	Anthropic	reachable
2026-09-23T09:48:26.465Z	OpenAI	reachable
2026-09-23T09:48:26.465Z	Mistral AI	empty
2026-09-23T09:48:26.465Z	Hugging Face	reachable
2026-09-23T09:48:26.465Z	Satispay	reachable
2026-09-23T09:48:26.465Z	Scalapay	reachable
2026-09-23T09:48:26.465Z	N26	reachable
2026-09-24T09:45:44.757Z	Stripe	reachable
2026-09-24T09:45:44.757Z	Workday	reachable
2026-09-24T09:45:44.757Z	HubSpot	empty
2026-09-24T09:45:44.757Z	Intercom	reachable
2026-09-24T09:45:44.757Z	Adyen	reachable
2026-09-24T09:45:44.757Z	Elastic	reachable
2026-09-24T09:45:44.757Z	Miro	reachable
2026-09-24T09:45:44.757Z	Anthropic	reachable
2026-09-24T09:45:44.757Z	OpenAI	reachable
2026-09-24T09:45:44.757Z	Mistral AI	empty
2026-09-24T09:45:44.757Z	Hugging Face	reachable
2026-09-24T09:45:44.757Z	Satispay	reachable
2026-09-24T09:45:44.757Z	Scalapay	reachable
2026-09-24T09:45:44.757Z	N26	reachable
2026-09-25T10:03:27.369Z	Stripe	reachable
2026-09-25T10:03:27.369Z	Workday	reachable
2026-09-25T10:03:27.369Z	HubSpot	empty
2026-09-25T10:03:27.369Z	Intercom	reachable
2026-09-25T10:03:27.369Z	Adyen	reachable
2026-09-25T10:03:27.369Z	Elastic	reachable
2026-09-25T10:03:27.369Z	Miro	reachable
2026-09-25T10:03:27.369Z	Anthropic	reachable
2026-09-25T10:03:27.369Z	OpenAI	reachable
2026-09-25T10:03:27.369Z	Mistral AI	empty
2026-09-25T10:03:27.369Z	Hugging Face	reachable
2026-09-25T10:03:27.369Z	Satispay	reachable
2026-09-25T10:03:27.369Z	Scalapay	reachable
2026-09-25T10:03:27.369Z	N26	reachable
2026-09-26T09:45:31.399Z	Stripe	reachable
2026-09-26T09:45:31.399Z	Workday	reachable
2026-09-26T09:45:31.399Z	HubSpot	empty
2026-09-26T09:45:31.399Z	Intercom	reachable
2026-09-26T09:45:31.399Z	Adyen	reachable
2026-09-26T09:45:31.399Z	Elastic	reachable
2026-09-26T09:45:31.399Z	Miro	reachable
2026-09-26T09:45:31.399Z	Anthropic	reachable
2026-09-26T09:45:31.399Z	OpenAI	reachable
2026-09-26T09:45:31.399Z	Mistral AI	empty
2026-09-26T09:45:31.399Z	Hugging Face	reachable
2026-09-26T09:45:31.399Z	Satispay	reachable
2026-09-26T09:45:31.399Z	Scalapay	reachable
2026-09-26T09:45:31.399Z	N26	reachable
